date,AGG,EEM,EWZ,FXI,GLD,IWM,IYR,QQQ,SPY,TLT
20030106,NaN,NaN,6.6808,NaN,NaN,34.4605,24.923,24.8108,75.9175,55.916
20030107,NaN,NaN,6.5819,NaN,NaN,34.2809,24.6387,25.1219,75.7297,56.117
20030108,NaN,NaN,6.3688,NaN,NaN,33.9393,24.2659,24.4149,74.6353,56.3958
20030109,NaN,NaN,6.6351,NaN,NaN,34.4386,24.367,25.169,75.795,55.3131
20030110,NaN,NaN,6.8406,NaN,NaN,34.513,24.228,25.5461,75.9992,55.4557
20030113,NaN,NaN,6.8482,NaN,NaN,34.5919,24.0732,25.3953,75.9747,55.5465
20030114,NaN,NaN,6.8406,NaN,NaN,34.6138,24.0101,25.5273,76.2197,55.741
20030115,NaN,NaN,6.6199,NaN,NaN,34.5349,24.0069,25.2067,75.4602,56.0133
20030116,NaN,NaN,6.6884,NaN,NaN,34.4868,23.7953,24.9239,75.1498,56.0911
20030117,NaN,NaN,6.4069,NaN,NaN,33.8386,23.4794,23.8587,74.0392,56.3698
20030121,NaN,NaN,6.1101,NaN,NaN,33.348,23.4288,23.5948,72.8877,56.694
20030122,NaN,NaN,5.9351,NaN,NaN,33.0589,23.4541,23.5005,72.0057,56.9728
20030123,NaN,NaN,5.8666,NaN,NaN,33.2648,23.5141,24.0473,72.4467,56.694
20030124,NaN,NaN,5.5927,NaN,NaN,32.5772,23.2993,23.3968,70.5438,57.0311
20030127,NaN,NaN,5.5014,NaN,NaN,32.0822,23.0908,23.1235,69.5801,56.8236
20030128,NaN,NaN,5.5699,NaN,NaN,32.345,23.1761,23.3591,70.0946,56.8236
20030129,NaN,NaN,5.8362,NaN,NaN,32.5903,23.3214,23.7079,70.6255,56.5125
20030130,NaN,NaN,5.8134,NaN,NaN,32.0603,23.2646,23.1329,68.9513,56.9339
20030131,NaN,NaN,5.9884,NaN,NaN,32.5158,23.5173,23.0386,70.2825,57.0894
20030203,NaN,NaN,5.9579,NaN,NaN,32.2355,23.5331,23.0858,70.4213,57.1724
20030204,NaN,NaN,5.7753,NaN,NaN,32.2355,23.4731,22.803,69.7271,57.4261
20030205,NaN,NaN,5.8514,NaN,NaN,31.9946,23.5868,22.6993,69.2943,56.9317
20030206,NaN,NaN,5.7144,NaN,NaN,31.8195,23.5868,22.8218,68.9676,57.3936
20030207,NaN,NaN,5.7525,NaN,NaN,31.2369,23.4067,22.4448,68.1265,57.5237
20030210,NaN,NaN,5.7068,NaN,NaN,31.561,23.5647,22.6427,68.6083,57.1204
20030211,NaN,NaN,5.7677,NaN,NaN,31.4734,23.372,22.7653,68.1346,57.1074
20030212,NaN,NaN,5.7449,NaN,NaN,31.0311,23.1888,22.4542,67.0485,57.309
20030213,NaN,NaN,5.5851,NaN,NaN,30.9479,23.1793,22.5673,67.2526,57.6213
20030214,NaN,NaN,5.4557,NaN,NaN,31.2282,23.1288,23.0858,68.7226,57.1269
20030218,NaN,NaN,5.7068,NaN,NaN,31.8545,23.4036,23.8022,69.9313,57.1984
20030219,NaN,NaN,5.6003,NaN,NaN,31.4691,23.5647,23.6419,69.5638,57.5888
20030220,NaN,NaN,5.6079,NaN,NaN,31.4034,23.5805,23.5477,68.8696,57.784
20030221,NaN,NaN,5.6079,NaN,NaN,31.6749,23.8742,23.7268,69.5638,57.4457
20030224,NaN,NaN,5.6992,NaN,NaN,31.1888,23.6405,23.3214,68.4368,57.7189
20030225,NaN,NaN,5.5699,NaN,NaN,31.4734,23.849,23.3497,68.984,57.9856
20030226,NaN,NaN,5.4938,NaN,NaN,31.3158,23.7384,22.8312,67.9795,58.389
20030227,NaN,NaN,5.6079,NaN,NaN,31.4883,23.9279,23.3497,68.8778,58.4866
20030228,NaN,NaN,5.6688,NaN,NaN,31.5391,23.9722,23.7173,69.3351,58.8574
20030303,NaN,NaN,5.6916,NaN,NaN,31.4428,23.9469,23.2366,68.6736,58.9294
20030304,NaN,NaN,5.6383,NaN,NaN,31.0355,23.8016,23.0952,67.5793,58.9686
20030305,NaN,NaN,5.684,NaN,NaN,31.0968,23.8174,23.1423,68.151,59.1645
20030306,NaN,NaN,5.8134,NaN,NaN,30.8427,23.6784,23.0858,67.5793,58.936
20030307,NaN,NaN,5.9123,NaN,NaN,30.9262,23.7522,23.1329,68.0448,59.1384
20030310,NaN,NaN,5.684,NaN,NaN,30.395,23.4047,22.6333,66.4115,59.4453
20030311,NaN,NaN,5.821,NaN,NaN,30.1799,23.376,22.4353,65.7581,59.3409
20030312,NaN,NaN,5.9579,NaN,NaN,30.2458,23.2739,22.8407,66.1991,59.5564
20030313,NaN,NaN,6.1253,NaN,NaN,31.0623,23.6342,24.151,68.4858,58.4593
20030314,NaN,NaN,6.1025,NaN,NaN,31.1018,23.5226,24.2452,68.7063,58.7466
20030317,NaN,NaN,6.1025,NaN,NaN,31.8217,23.9913,25.0748,70.8705,58.0413
20030318,NaN,NaN,6.209,NaN,NaN,32.2387,24.0742,25.3859,71.287,57.4928
20030319,NaN,NaN,6.1482,NaN,NaN,32.1597,24.3866,25.169,71.8342,57.0683
20030320,NaN,NaN,6.1786,NaN,NaN,32.3704,24.5907,25.2633,71.9893,56.9769
20030321,NaN,NaN,6.384,NaN,NaN,32.8226,24.9956,25.6121,73.5262,56.1933
20030324,NaN,NaN,6.2166,NaN,NaN,32.1202,24.3866,24.5469,71.0828,57.0814
20030325,NaN,NaN,6.3232,NaN,NaN,32.4626,24.6513,24.8957,71.7633,57.0161
20030326,NaN,NaN,6.346,NaN,NaN,32.0631,24.7979,25.0371,71.4025,57.1336
20030327,NaN,NaN,6.3384,NaN,NaN,32.2813,24.6576,24.858,71.4599,57.1728
20030328,NaN,NaN,6.3993,NaN,NaN,32.2651,24.5684,24.5846,71.0992,57.3034
20030331,NaN,NaN,6.3536,NaN,NaN,31.6066,24.4376,23.8022,69.4838,58.0544
20030401,NaN,NaN,6.5819,NaN,NaN,32.1553,24.8521,23.9907,70.5498,57.8891
20030402,NaN,NaN,6.7645,NaN,NaN,32.7962,25.1167,24.8485,72.2553,57.2857
20030403,NaN,NaN,6.8558,NaN,NaN,32.8138,24.9318,24.9617,71.9109,57.2529
20030404,NaN,NaN,6.9167,NaN,NaN,32.7172,24.884,24.5563,72.3373,57.089
20030407,NaN,NaN,7.0004,NaN,NaN,32.7392,25.0912,24.594,72.1979,56.9578
20030408,NaN,NaN,6.8101,NaN,NaN,32.7655,25.0275,24.5657,72.3127,57.4169
20030409,NaN,NaN,6.7721,NaN,NaN,32.5855,24.9031,24.0001,71.3615,57.5874
20030410,NaN,NaN,6.6732,NaN,NaN,32.5943,24.9796,24.2924,71.7551,57.3185
20030411,NaN,9.536,6.7493,NaN,NaN,32.4143,24.8425,24.0473,71.4599,57.2267
20030414,NaN,9.6603,6.8406,NaN,NaN,33.0025,25.1709,24.5375,72.9359,57.0693
20030415,NaN,9.7751,7.0384,NaN,NaN,33.3581,25.2793,24.7731,73.6164,57.3775
20030416,NaN,9.8879,7.0612,NaN,NaN,33.0113,25.3463,24.7166,72.3619,57.6136
20030417,NaN,9.9587,7.2515,NaN,NaN,33.5162,25.5822,25.2822,73.4361,57.7054
20030421,NaN,9.9549,7.3352,NaN,NaN,33.7444,25.6619,25.3764,73.5098,57.5808
20030422,NaN,9.9884,7.3124,NaN,NaN,34.2097,26.0126,25.8572,74.8956,57.5481
20030423,NaN,10.0352,7.4341,NaN,NaN,34.5697,26.0222,26.0457,75.5844,57.6661
20030424,NaN,9.8373,7.2667,NaN,NaN,34.3941,25.8086,25.9043,74.912,58.1842
20030425,NaN,9.6747,7.2591,NaN,NaN,33.9112,25.5982,25.4047,73.9854,58.3154
20030428,NaN,9.8344,7.4798,NaN,NaN,34.5126,25.5089,25.9043,75.2646,58.2235
20030429,NaN,10.1146,7.7156,NaN,NaN,34.7462,25.5695,26.14,75.2646,58.1252
20030430,NaN,10.0859,7.6852,NaN,NaN,34.855,25.3176,25.876,75.363,58.6629
20030501,NaN,10.0467,7.6852,NaN,NaN,34.8111,25.5376,26.1023,75.3548,58.6913
20030502,NaN,10.2007,7.7004,NaN,NaN,35.6891,25.7639,26.6584,76.4289,58.2298
20030505,NaN,10.3107,7.6472,NaN,NaN,35.8515,26.0636,26.6302,76.2813,58.5396
20030506,NaN,10.3633,7.6395,NaN,NaN,36.1939,26.2103,26.9695,77.0029,58.8297
20030507,NaN,10.3442,7.8374,NaN,NaN,35.9744,26.137,26.6679,76.5765,59.5154
20030508,NaN,10.2533,7.8678,NaN,NaN,35.6759,26.2358,26.1777,75.8057,59.6605
20030509,NaN,10.3738,8.1189,NaN,NaN,36.1895,26.4303,26.781,76.8553,59.7198
20030512,NaN,10.5183,8.2178,NaN,NaN,36.5846,26.6375,27.1863,77.7983,60.0956
20030513,NaN,10.459,8.2635,NaN,NaN,36.7997,26.6821,27.0167,77.6589,60.2275
20030514,NaN,10.4064,8.157,NaN,NaN,36.7778,26.5674,26.9601,77.4949,61.1505
20030515,NaN,10.4274,7.883,NaN,NaN,36.9226,26.5642,27.2617,77.9869,61.3417
20030516,NaN,10.435,7.9667,NaN,NaN,36.4661,26.7395,27.0544,77.7901,61.79
20030519,NaN,10.1864,7.5787,NaN,NaN,35.834,26.6088,26.1023,75.9697,61.579
20030520,NaN,10.2371,7.6015,NaN,NaN,35.8252,26.8575,26.1777,75.8139,62.4889
20030521,NaN,10.2457,7.7613,NaN,NaN,35.9613,26.9245,26.1023,75.9697,62.4823
20030522,NaN,10.3384,7.883,NaN,NaN,36.3256,27.1955,26.4793,76.7241,63.0361
20030523,NaN,10.4446,8.0048,NaN,NaN,36.611,27.3198,26.4888,76.8799,63.1943
20030527,NaN,10.8186,7.8678,NaN,NaN,37.4714,27.2847,27.4314,78.2246,62.0537
20030528,NaN,10.8655,7.8906,NaN,NaN,37.726,26.8607,27.5163,78.446,61.9483
20030529,NaN,10.8798,8.0504,NaN,NaN,37.9674,26.3474,27.6294,78.241,62.4889
20030530,NaN,11.0061,8.0809,NaN,NaN,38.6434,26.8926,28.0819,79.4956,62.3702
20030602,NaN,11.0854,7.8754,NaN,NaN,38.8454,27.0297,27.8839,79.8236,61.9123
20030603,NaN,11.0013,7.9896,NaN,NaN,38.9683,27.0169,28.1478,80.1516,62.4089
20030604,NaN,11.1428,8.2711,NaN,NaN,39.4995,27.4696,28.6757,81.3077,62.5943
20030605,NaN,11.1543,8.3776,NaN,NaN,40.1448,27.4664,28.8831,81.7095,62.1043
20030606,NaN,11.2586,8.4157,NaN,NaN,39.6838,27.7374,28.4024,81.3897,62.3294
20030609,NaN,11.162,8.4461,NaN,NaN,38.9463,27.5557,28.0253,80.5615,62.7465
20030610,NaN,11.2767,8.4157,NaN,NaN,39.5302,27.8172,28.4495,81.3815,63.4947
20030611,NaN,11.2863,8.4537,NaN,NaN,39.9033,28.085,28.77,82.2425,63.4153
20030612,NaN,11.3714,8.5146,NaN,NaN,40.1272,27.8172,28.8925,82.4967,63.9118
20030613,NaN,11.3676,8.4385,NaN,NaN,39.4147,27.3882,28.2421,81.6357,64.3422
20030616,NaN,11.49,8.4689,NaN,NaN,40.0786,27.6761,29.1094,83.3576,63.7331
20030617,NaN,11.7263,8.4157,NaN,NaN,40.1622,27.482,28.9962,83.3576,63.2299
20030618,NaN,11.6832,8.2026,NaN,NaN,40.1358,27.1359,29.1471,83.2838,62.4221
20030619,NaN,11.6832,8.1722,NaN,NaN,39.5906,27.1748,28.6757,82.0129,62.3029
20030620,NaN,11.6832,8.1189,NaN,NaN,39.252,27.1683,28.638,81.832,62.0712
20030623,NaN,11.3963,8.058,NaN,NaN,38.5529,26.8028,28.195,80.9927,62.442
20030624,NaN,11.3121,8.02,NaN,NaN,38.5397,27.0001,27.9782,81.075,63.018
20030625,NaN,11.4059,8.058,NaN,NaN,38.7991,27.1489,27.8273,80.2603,62.0116
20030626,NaN,11.5292,8.1189,NaN,NaN,39.4631,27.4788,28.4872,81.3054,61.1774
20030627,NaN,11.4757,8.0733,NaN,NaN,39.2124,27.4658,28.1196,80.3672,60.9589
20030630,NaN,11.468,8.0733,NaN,NaN,39.0893,27.3623,28.2327,80.3425,61.2436
20030701,NaN,11.5924,8.2102,NaN,NaN,39.3575,27.6858,28.6098,81.0832,60.9398
20030702,NaN,11.865,8.37,NaN,NaN,40.3425,28.0577,29.1942,82.1036,61.0926
20030703,NaN,11.8984,8.2483,NaN,NaN,39.9951,28.2033,28.8266,81.256,60.2153
20030707,NaN,12.193,8.3624,NaN,NaN,40.8261,28.4297,30.0614,82.8689,59.8298
20030708,NaN,12.2275,8.4309,NaN,NaN,41.5516,28.5396,30.4291,83.2393,59.883
20030709,NaN,12.1988,8.4667,NaN,NaN,41.8594,28.365,30.3537,82.7702,60.0758
20030710,NaN,11.9845,8.3396,NaN,NaN,41.0416,27.9833,29.7881,81.7168,60.0558
20030711,NaN,12.085,8.2559,NaN,NaN,41.6088,28.2259,30.0143,82.4904,60.3416
20030714,NaN,12.2973,8.4537,NaN,NaN,41.9518,28.4911,30.3725,82.8936,59.6504
20030715,NaN,12.1423,8.5298,NaN,NaN,41.8374,28.4361,30.4102,82.7126,58.2547
20030716,NaN,12.1519,8.4765,NaN,NaN,41.6088,28.4588,30.316,82.2271,58.587
20030717,NaN,11.8344,8.37,NaN,NaN,40.2897,28.103,29.3922,81.0585,58.4075
20030718,NaN,11.9922,8.4613,NaN,NaN,40.5623,28.1839,29.4864,81.8897,58.2879
20030721,NaN,11.8334,8.4309,NaN,NaN,40.2105,28.1709,29.1094,80.8774,57.0517
20030722,NaN,11.975,8.6135,NaN,NaN,40.681,28.2777,29.543,81.6099,57.3308
20030723,NaN,11.8984,8.4689,NaN,NaN,40.958,28.2324,29.7881,81.6675,57.5236
20030724,NaN,11.9558,8.4994,NaN,NaN,40.8789,28.3068,29.3922,81.0503,57.0185
20030725,NaN,12.1519,8.6059,NaN,NaN,41.1779,28.5267,29.9766,82.4822,56.8656
20030728,NaN,12.2189,8.5679,NaN,NaN,41.6835,28.3973,30.0614,82.1777,56.1013
20030729,NaN,12.15,8.4613,NaN,NaN,41.7055,28.5849,29.8352,81.7991,55.337
20030730,NaN,12.061,8.2711,NaN,NaN,41.5472,28.9439,29.6184,81.6016,55.9617
20030731,NaN,12.1184,8.3091,NaN,NaN,41.6308,28.8663,29.9766,81.7909,55.1309
20030801,NaN,12.1452,7.9743,NaN,NaN,41.046,28.7531,29.6561,81.0667,55.0895
20030804,NaN,12.0916,7.7537,NaN,NaN,40.6327,28.5461,29.6467,81.0667,55.5636
20030805,NaN,11.9616,7.8602,NaN,NaN,39.9291,28.4588,28.4778,79.3468,54.769
20030806,NaN,11.908,7.7917,NaN,NaN,39.7489,28.5267,28.4589,79.8076,55.8507
20030807,NaN,11.995,8.1417,NaN,NaN,39.8808,28.6108,28.572,80.647,56.0844
20030808,NaN,12.0754,8.3244,NaN,NaN,39.7928,28.7014,28.3458,80.8774,55.8573
20030811,NaN,12.128,8.2483,NaN,NaN,40.3425,28.6593,28.6569,81.1819,55.5769
20030812,NaN,12.1758,8.3015,NaN,NaN,41.0196,28.6496,29.0905,81.9226,55.3165
20030813,NaN,12.348,8.2711,NaN,NaN,41.1559,28.4782,29.0999,81.5029,54.2483
20030814,NaN,12.5106,8.4842,NaN,NaN,41.4241,28.6496,29.1282,81.7251,54.7824
20030815,NaN,12.3862,8.5222,NaN,NaN,41.4373,28.5461,29.3827,81.9802,54.749
20030818,NaN,12.6502,8.6211,NaN,NaN,42.2595,28.7046,30.1369,82.6879,55.0027
20030819,NaN,12.7124,8.7429,NaN,NaN,43.051,28.8016,30.5139,83.0006,55.8507
20030820,NaN,12.7143,8.7885,NaN,NaN,43.029,28.8825,30.4385,82.6632,55.5502
20030821,NaN,12.9477,8.9027,NaN,NaN,43.3808,28.9342,30.7684,82.9265,55.4167
20030822,NaN,13.0137,8.9103,NaN,NaN,42.6157,28.7175,30.5799,82.1036,55.6637
20030825,NaN,12.9123,8.819,NaN,NaN,42.5761,28.4103,30.6459,82.2353,55.2297
20030826,NaN,12.7545,8.9635,NaN,NaN,42.7388,28.7046,30.6742,82.3834,55.6637
20030827,NaN,12.9027,9.1766,NaN,NaN,43.1565,28.9569,30.9193,82.4081,55.41
20030828,NaN,12.9926,9.2451,NaN,NaN,43.4423,28.9439,31.1926,82.9183,55.9842
20030829,NaN,13.0864,9.3288,NaN,NaN,43.6226,29.1089,31.4754,83.4779,55.8507
20030902,NaN,13.2805,9.5494,NaN,NaN,44.6295,29.4582,31.9279,84.5971,55.0338
20030903,NaN,13.3857,9.5342,NaN,NaN,44.8186,29.6781,31.9091,85.0579,55.121
20030904,NaN,13.4336,9.8081,NaN,NaN,45.0033,29.814,32.2013,85.0991,55.4295
20030905,NaN,13.4211,9.9831,NaN,NaN,44.7175,29.6846,31.9939,84.6218,56.3818
20030908,NaN,13.6756,9.8842,NaN,NaN,45.3374,29.7654,32.5218,85.3213,55.7984
20030909,NaN,13.4384,9.7016,NaN,NaN,45.0033,29.6587,32.1353,84.7617,56.2007
20030910,NaN,13.2145,9.6331,NaN,NaN,44.1151,29.1412,31.3623,83.9058,56.7708
20030911,NaN,13.1992,9.8918,NaN,NaN,44.4976,29.3967,31.7111,84.1527,56.4019
20030912,NaN,13.293,10.0592,NaN,NaN,44.6947,29.4982,31.8808,84.3091,56.7909
20030915,NaN,13.0969,9.9299,NaN,NaN,44.5845,29.436,31.5697,84.0128,56.7037
20030916,NaN,13.3666,9.7625,NaN,NaN,45.25,29.4261,32.4275,85.239,56.6165
20030917,NaN,13.3092,9.8462,NaN,NaN,45.2368,29.3179,32.2956,85.0744,57.3207
20030918,NaN,13.4623,10.0668,NaN,NaN,45.7084,29.4818,32.7857,86.0784,57.361
20030919,NaN,13.4001,10.0212,NaN,NaN,45.6599,29.7081,32.5972,85.6406,57.428
20030922,NaN,13.1811,9.869,NaN,NaN,45.034,29.6031,31.975,84.7154,56.972
20030923,NaN,13.2136,9.6103,NaN,NaN,45.6467,29.8031,32.5406,85.0375,57.361
20030924,NaN,13.2375,9.4581,NaN,NaN,44.5184,29.6392,31.3152,83.5258,57.8573
20030925,NaN,13.0414,9.2298,NaN,NaN,43.3152,29.6097,30.9098,82.8401,58.1456
20030926,70.5699,12.9506,9.3592,NaN,NaN,42.5748,29.6392,30.7119,82.5675,58.6687
20030929,70.377,13.0424,9.4657,NaN,NaN,43.3372,29.7835,31.2398,83.3771,58.1993
20030930,70.7421,13.0012,9.656,NaN,NaN,42.7731,29.967,30.5611,82.5675,59.165
20031001,70.7077,13.3427,9.9299,NaN,NaN,43.9278,30.1768,31.2492,84.3271,58.9407
20031002,70.5974,13.534,10.2342,NaN,NaN,44.3509,30.4063,31.3529,84.6328,58.6713
20031003,70.0877,13.6679,10.4093,NaN,NaN,45.0517,30.7309,32.2296,85.4093,57.4389
20031006,70.191,13.7205,10.569,NaN,NaN,45.4395,31.0948,32.4652,85.7975,57.6881
20031007,69.95,13.7062,10.6527,NaN,NaN,45.6951,30.9473,32.6632,86.128,57.0213
20031008,70.1222,13.8085,10.7288,NaN,NaN,45.3381,30.9669,32.4558,85.9132,57.0079
20031009,69.8742,14.0409,10.7669,NaN,NaN,45.8141,31.0095,32.7009,86.1445,56.6038
20031010,70.2599,14.2131,10.8125,NaN,NaN,45.7568,31.062,33.0025,86.3841,56.9405
20031013,69.95,14.4283,10.9419,NaN,NaN,46.4752,31.1767,33.2194,86.6567,56.7183
20031014,69.8122,14.1528,10.9571,NaN,NaN,46.7793,31.1997,33.3042,86.9623,56.3277
20031015,69.64,14.324,10.7593,NaN,NaN,46.1932,31.1276,33.1628,86.731,56.0516
20031016,69.454,14.3202,10.6908,NaN,NaN,46.6075,31.1669,33.4267,87.078,55.8293
20031017,69.7846,14.2332,10.6147,NaN,NaN,45.704,30.8882,32.6255,86.128,56.2603
20031020,69.7433,14.3126,10.7212,NaN,NaN,45.9331,30.8194,33.0308,86.7723,56.4489
20031021,69.8811,14.3843,10.8658,NaN,NaN,46.1403,30.8489,33.2288,86.6236,56.6577
20031022,70.191,14.1729,10.7212,NaN,NaN,45.131,30.6325,32.5878,85.5332,57.2099
20031023,70.0188,13.9644,10.356,NaN,NaN,44.7343,30.3244,32.2107,85.3762,56.7924
20031024,70.3632,13.8908,10.493,NaN,NaN,44.6242,30.0785,32.239,85.5662,57.4254
20031027,70.2255,14.0505,10.4777,NaN,NaN,45.2764,30.4326,32.2484,85.6075,57.3109
20031028,70.501,14.2427,10.7745,NaN,NaN,46.365,30.226,33.3325,86.7723,57.614
20031029,70.191,14.3613,10.6756,NaN,NaN,46.6736,30.5276,33.2948,86.888,57.0954
20031030,70.191,14.3097,10.7441,NaN,NaN,46.8058,30.603,33.3608,87.0697,56.8395
20031031,70.0808,14.1949,10.6299,NaN,NaN,46.4973,30.4883,33.1628,86.9871,57.3715
20031103,69.9555,14.5335,10.881,NaN,NaN,47.2862,30.9079,33.7095,87.5571,57.0997
20031104,70.0937,14.5737,10.9115,NaN,NaN,47.3523,30.9964,33.4833,87.3671,57.4243
20031105,70.0937,14.5928,10.6832,NaN,NaN,47.5859,30.9473,33.785,87.4332,57.0321
20031106,69.7135,14.4886,10.6908,NaN,NaN,47.9605,31.1767,33.8783,87.8958,56.4978
20031107,69.7481,14.5039,10.8506,NaN,NaN,47.5947,31.3177,33.587,87.2432,56.464
20031110,69.8794,14.304,10.6527,NaN,NaN,46.8278,31.2521,33.1722,86.888,56.4167
20031111,69.755,14.1203,10.4625,NaN,NaN,46.5061,31.062,33.0497,86.8632,56.4235
20031112,69.8863,14.3719,10.7441,NaN,NaN,47.5815,31.5308,33.7567,87.838,56.836
20031113,70.3979,14.4828,10.706,NaN,NaN,47.7093,31.5996,33.719,87.8628,57.715
20031114,70.4532,14.4092,10.7364,NaN,NaN,46.8058,31.7668,33.0308,87.1193,58.1005
20031117,70.7504,14.128,10.5919,NaN,NaN,46.2372,31.5373,32.6915,86.6815,58.1884
20031118,70.7158,14.1557,10.5919,NaN,NaN,45.7304,31.5832,31.9373,85.781,58.5468
20031119,70.384,14.0639,10.5767,NaN,NaN,46.2108,31.521,32.2484,86.508,57.8976
20031120,70.626,13.8822,10.6604,NaN,NaN,45.8979,31.1177,31.9392,85.7315,58.4589
20031121,70.702,14.0027,10.8049,NaN,NaN,46.4047,30.8817,32.2692,86.0867,58.4927
20031124,70.4048,14.1547,11.1017,NaN,NaN,47.4669,31.2489,33.1628,87.2267,58.0126
20031125,70.6813,14.2035,11.1397,NaN,NaN,47.7534,31.6029,33.1628,87.5571,58.3304
20031126,70.4255,14.3336,11.0941,NaN,NaN,48.009,31.7209,33.3136,87.871,58.0937
20031128,70.3149,14.4618,11.2386,NaN,NaN,48.2382,31.8127,33.3513,87.9371,57.5663
20031201,70.1221,14.8759,11.6876,NaN,NaN,48.8596,32.2258,33.8415,88.8871,57.2454
20031202,70.1013,14.8099,11.5887,NaN,NaN,48.7847,32.2094,33.653,88.6641,57.49
20031203,70.1706,14.7583,11.5658,NaN,NaN,47.9076,32.1307,33.2288,88.5236,57.259
20031204,70.2746,14.6569,11.5658,NaN,NaN,48.0178,31.9963,33.587,88.8871,57.3881
20031205,70.6281,14.6292,11.7104,NaN,NaN,47.4228,31.9996,33.0308,88.2675,58.3055
20031208,70.6281,14.6578,11.6952,NaN,NaN,47.7754,32.2487,33.2146,88.8623,57.8978
20031209,70.233,14.5966,11.992,NaN,NaN,46.9689,32.2258,32.4558,88.1767,57.49
20031210,70.5103,14.5383,11.7637,NaN,NaN,46.5458,32.0979,32.5784,88.1684,57.5852
20031211,70.7598,14.8032,11.9843,NaN,NaN,47.8459,32.4028,33.2759,89.1597,57.9997
20031212,70.8014,14.8711,11.8626,NaN,NaN,48.1885,32.4433,33.2194,89.3332,58.1084
20031215,70.7598,14.8826,11.855,NaN,NaN,47.0608,32.2934,32.7857,88.8871,58.0744
20031216,70.8014,14.8204,11.9082,NaN,NaN,47.3748,32.5098,32.8517,89.3497,58.2647
20031217,70.9746,14.6483,12.1213,NaN,NaN,47.3659,32.5298,32.9083,89.6306,58.6589
20031218,71.0786,14.8845,12.4485,NaN,NaN,48.0956,32.6164,33.521,90.6384,59.1889
20031219,71.1133,14.9209,12.517,NaN,NaN,47.9409,32.7163,33.4267,90.3858,59.1685
20031222,71.0786,15.1316,12.8231,NaN,NaN,48.476,32.8561,33.5304,91.0166,59.0054
20031223,70.8014,15.1729,12.8231,NaN,NaN,48.7413,32.7695,33.785,91.0747,58.3395
20031224,70.8568,15.2219,12.9622,NaN,NaN,48.6838,32.9327,33.8543,90.9834,58.8899
20031226,71.2103,15.2603,12.854,NaN,NaN,48.8563,32.9826,33.8072,91.0498,59.1074
20031229,71.037,15.4909,13.2096,NaN,NaN,49.5993,33.1457,34.3636,92.2615,58.5773
20031230,70.9053,15.5649,13.0241,NaN,NaN,49.7276,33.2789,34.4767,92.2781,58.3395
20031231,71.0033,15.7611,13.151,NaN,NaN,49.0023,33.0492,34.3824,92.3611,58.3393
20040102,70.6001,16.112,13.4063,NaN,NaN,49.5286,32.9526,34.2881,92.3196,57.6497
20040105,70.6835,16.6774,14.1954,NaN,NaN,50.1079,32.9659,34.9765,93.3239,57.4995
20040106,71.0033,16.4889,14.0794,NaN,NaN,50.0416,33.0259,35.2123,93.4152,58.1345
20040107,71.1631,16.5274,13.9401,NaN,NaN,50.5723,32.8794,35.5329,93.7306,58.3666
20040108,71.1423,16.5899,14.1026,NaN,NaN,50.9571,32.946,35.8149,94.1041,58.3461
20040109,71.7331,16.5601,14.1567,NaN,NaN,50.5502,32.9759,35.5801,93.2824,59.3634
20040112,71.5315,16.5456,14.4894,NaN,NaN,51.4966,33.0092,36.1459,93.9713,59.3156
20040113,71.6984,16.4514,14.2573,NaN,NaN,51.2799,33.0425,35.7866,93.4235,59.7184
20040114,71.6914,16.4774,13.8782,NaN,NaN,51.5453,33.2922,35.9101,94.2037,60.012
20040115,71.7818,16.1409,13.5378,NaN,NaN,51.6779,33.2523,36.0044,94.4361,60.2373
20040116,71.7262,16.2101,13.592,NaN,NaN,51.9654,33.0092,36.3722,94.8096,59.814
20040120,71.6636,16.6812,13.9401,NaN,NaN,52.589,33.0259,36.3439,94.7847,59.8003
20040121,71.7123,16.7033,13.6926,NaN,NaN,52.5182,33.0858,36.193,95.5317,59.9437
20040122,71.8374,16.661,13.445,NaN,NaN,52.2219,33.2389,35.9761,95.2827,60.3807
20040123,71.6636,16.6331,13.6307,NaN,NaN,52.505,33.4587,35.8441,94.9756,59.657
20040126,71.3856,16.7437,14.0329,NaN,NaN,53.0268,33.8981,36.3911,96.1708,59.2951
20040127,71.4898,16.6591,13.855,NaN,NaN,52.3634,34.2277,35.5895,95.1831,59.6638
20040128,71.3439,16.4235,13.3831,NaN,NaN,51.5453,34.1012,34.986,94.0958,59.1381
20040129,71.1771,16.1649,12.6946,NaN,NaN,51.0588,34.1745,35.118,94.1871,59.0152
20040130,71.3161,16.1428,12.3465,NaN,NaN,51.1251,34.3942,34.9577,94.1871,59.4248
20040202,71.3354,16.1466,12.4393,NaN,NaN,51.2578,34.8237,34.8634,94.5938,59.3001
20040203,71.5305,16.0563,12.7256,NaN,NaN,50.9703,34.7671,34.8257,94.4361,59.6018
20040204,71.5375,15.912,12.5322,NaN,NaN,49.7099,34.1844,34.2598,93.6642,59.4852
20040205,71.3354,15.9072,12.1454,NaN,NaN,50.1743,34.2277,34.3919,93.9381,59.2521
20040206,71.6281,16.2697,12.5709,NaN,NaN,51.4435,34.9901,35.0152,94.9922,59.9034
20040209,71.6769,16.5043,12.6482,NaN,NaN,51.5453,34.9502,35.0048,95.0171,60.0817
20040210,71.5236,16.4899,12.8416,NaN,NaN,52.1644,35.1899,35.0614,95.3242,59.7457
